A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK
0.143711295,0.065661904,0.002561971,1.06584422,0.160019146,0.088712012,0.152635282,0.065329463,0.00545139,0.847160264,0.145298978,0.103228815,0.132581739,0.158086633,1.10E-06,0.950916079,0.152959162,0.076301847,0.147752211,0.31834137,1.01E-06,1.130397433,0.178235553,0.085563947,0.126670559,0.012196763,1.36E-06,0.807112472,0.14533123,0.068459453,0.124074344,0.1486927,6.43E-07,0.980663292,0.154600105,0.065802478,1
0.151351578,0.076595845,0.003603259,0.949923264,0.136686581,0.108428825,0.124108624,0.103443979,4.28E-07,0.769381451,0.131874424,0.073830924,0.127449367,0.058126503,6.37E-07,0.798229521,0.139477001,0.076506309,0.132867118,0.404593032,2.55E-07,0.85188584,0.143564207,0.083377871,0.117376716,0.192667115,3.11E-07,0.665194582,0.123863906,0.072731426,0.110109331,0.042281678,1.03E-06,0.695448323,0.118239278,0.069610977,2
0.13133807,0.081643562,0.000635293,0.918339834,0.152226411,0.074278061,0.129223553,0.128228882,0.002331354,0.763286582,0.127160515,0.080619329,0.141948701,0.075185876,0.004664433,0.652239199,0.119103497,0.098515503,0.133368108,0.039146976,2.49E-08,0.835927386,0.142871205,0.085112278,0.112290709,0.103763165,1.35E-06,0.8418993,0.124756915,0.070089712,0.112144246,0.10453843,6.68E-07,0.728984578,0.12257592,0.069002973,3
0.14138386,0.138058668,0.000914111,1.096480127,0.165020029,0.087987545,0.126361668,0.118679698,2.12E-07,0.745006298,0.134204644,0.079018035,0.147082136,0.110017189,0.001954008,0.864101806,0.146530723,0.093329271,0.135669556,0.304992776,1.67E-06,0.890567,0.151002134,0.078333082,0.111357207,0.129914172,1.01E-06,0.757911515,0.127605997,0.065374979,0.128547114,0.043104852,4.01E-07,0.689309535,0.137646415,0.077060845,4
0.131720779,0.151117773,2.21E-06,0.852945934,0.161814003,0.069536446,0.121787092,0.16657656,6.69E-07,0.706589916,0.12974861,0.079064669,0.134485184,0.137967584,2.61E-07,0.85895206,0.158893871,0.075872706,0.148643146,0.132855319,5.76E-07,0.95698291,0.166315098,0.081964889,0.12500683,0.042061746,6.81E-07,0.866431627,0.147345555,0.072774533,0.121386032,0.16496365,1.01E-06,0.799860151,0.130451039,0.075209715,0
0.141103916,0.315133038,4.74E-08,1.367811594,0.167536812,0.07923353,0.148675556,0.352657311,0.005747592,1.145389686,0.158610811,0.093806098,0.13486293,0.011931122,9.87E-07,1.166808286,0.16064128,0.082956204,0.15793315,0.267143997,1.53E-06,0.9086364,0.170246765,0.099825854,0.119416001,0.206727817,3.38E-07,0.791961833,0.124892033,0.080283121,0.13855002,0.068306347,9.73E-07,0.741939215,0.142111399,0.093354126,1
0.145018448,0.06805959,0.001001003,1.07779725,0.142077808,0.08977908,0.138450351,0.09109308,1.60E-07,0.848204449,0.141966824,0.084313826,0.135535087,0.206634669,1.74E-06,0.693178131,0.138212877,0.088317274,0.14463146,0.191355786,1.36E-07,1.174528005,0.166624695,0.088661977,0.128349117,0.098591198,0.002369658,0.775644537,0.120659369,0.082530156,0.144367123,0.288999116,3.66E-07,0.781582616,0.152467801,0.092726201,2
0.14139924,0.334907963,0.00011566,0.875278728,0.159071279,0.088305616,0.123830171,0.254749881,1.42E-06,0.636867961,0.128372321,0.079349385,0.142677893,0.203228702,1.31E-06,1.042853552,0.161614934,0.084002753,0.159696807,0.052703877,0.003498956,1.050367728,0.150208196,0.106805145,0.122653646,0.07163612,1.93E-06,1.03100745,0.132196784,0.077029728,0.125557866,0.011653253,1.67E-06,0.696370238,0.137187826,0.076305623,3
0.132984045,0.107275908,0.002086479,1.045619937,0.156703692,0.076399914,0.137686899,0.202966932,0.002208676,0.816097465,0.149590063,0.073908705,0.149348811,0.017178912,7.96E-07,1.015267872,0.190784636,0.074312657,0.141258128,0.185625456,5.17E-08,0.872058,0.16324318,0.077331796,0.134920326,0.086755961,0.007283235,0.836832071,0.135025864,0.087155223,0.13872288,0.42823995,0.000159229,0.717841443,0.138165216,0.078185827,4
0.140438177,0.113569622,0.003080023,0.856682063,0.134768091,0.092778802,0.145081922,0.077946859,0.002670551,0.997075541,0.162138334,0.084682927,0.139485167,0.252626424,0.002409253,0.739049931,0.142775343,0.084858016,0.150383393,0.073736407,4.87E-07,1.402332416,0.202170548,0.073725797,0.134313676,0.238024525,1.17E-06,0.841537047,0.151480678,0.0748216,0.140175736,0.187330867,6.37E-07,0.857178408,0.157464061,0.076432822,0
0.142408607,0.022884185,1.38E-06,0.974408697,0.157473739,0.081664636,0.130343048,0.026189931,1.78E-06,0.831942245,0.139037524,0.082381794,0.134060169,0.058276156,3.26E-06,0.718887416,0.146348917,0.084197149,0.14402134,0.142836392,2.86E-06,0.809593692,0.156476723,0.083868464,0.137217878,0.054203834,1.51E-06,0.843440952,0.151506804,0.081471434,0.132445922,0.298446799,1.05E-06,0.792495331,0.143336321,0.083866004,1
0.158485113,0.01953502,3.71E-08,1.052613963,0.185215808,0.098023798,0.145868648,0.306149224,1.74E-06,1.004198537,0.159954782,0.087855341,0.152624162,0.122479234,5.36E-07,1.081001191,0.167328002,0.096163611,0.156041375,0.199906043,1.19E-06,1.009296176,0.167760625,0.093990566,0.137114723,0.226332809,3.70E-07,0.729236889,0.143866153,0.079537532,0.160904909,0.475830125,0.004259293,1.049658457,0.150979522,0.108093844,2
0.144717892,0.109157041,2.69E-06,0.728226165,0.143042816,0.097691519,0.137878015,0.089133088,0.001111342,0.736496951,0.139098896,0.084771794,0.156585331,0.067316326,4.03E-07,0.889211687,0.168159891,0.09574508,0.154860462,0.039186991,1.07E-06,1.234407129,0.163213163,0.100578472,0.138027235,0.280409724,6.24E-07,0.869979126,0.145636431,0.083803336,0.145325163,0.165175517,1.25E-06,0.755551241,0.153644204,0.093469434,3
0.154307127,0.074968578,0.00092647,1.244487301,0.183345498,0.085635582,0.161810595,0.12131226,0.000540297,0.906349152,0.171136163,0.097899036,0.146673387,0.411443249,0.001250877,0.988201812,0.15365975,0.097182956,0.167999453,0.094558752,4.51E-07,1.086839227,0.178446491,0.107401495,0.136924963,0.587559983,8.27E-07,0.819309338,0.14642807,0.082680737,0.131149224,0.022181126,9.52E-08,0.964244285,0.140230474,0.085756258,4
0.164658571,0.014747268,0.001923016,0.973071422,0.164363224,0.104682159,0.157693029,0.511079275,1.76E-06,0.988811403,0.171368628,0.101252726,0.149142186,0.273098793,2.16E-06,0.875172466,0.162319207,0.088979795,0.15061427,0.016405779,6.33E-07,0.788229583,0.157871295,0.090870311,0.133510121,0.27988058,9.54E-07,0.92952123,0.14993875,0.079863525,0.140490956,0.12266804,8.46E-07,0.85173182,0.149904183,0.084226072,0
0.140317646,0.333734478,1.84E-06,0.921152204,0.162422134,0.085823421,0.135301922,0.211017517,6.58E-08,1.091403869,0.162714399,0.07384641,0.125842933,0.098758832,1.79E-06,0.865821627,0.145475983,0.07120942,0.16194336,0.266898844,1.69E-06,1.223493702,0.187315339,0.094213161,0.131551263,1.94E-07,1.94E-07,0.904778792,0.146281541,0.077021259,0.139923068,0.052461287,8.48E-07,0.831175211,0.153396636,0.08811208,1
0.152051014,0.018969536,5.86E-07,1.031849629,0.157459227,0.095937797,0.138921306,0.043124223,0.002990751,0.736460681,0.135616749,0.08899018,0.147367963,0.096006665,9.34E-08,0.882281639,0.148462981,0.100107032,0.160580677,0.147721494,1.57E-06,1.17707874,0.17152453,0.105784581,0.135795262,0.083334597,6.74E-07,0.775030754,0.144073253,0.086241968,0.136878239,0.187122522,1.16E-06,1.01714392,0.148290169,0.08652136,2
0.171079707,0.070903085,6.86E-05,1.05300509,0.20494899,0.099849463,0.17916936,0.131902457,0.001717995,0.965803342,0.171866866,0.113082909,0.174222471,0.302706093,1.77E-06,1.011812699,0.188273015,0.099425682,0.178956349,0.095468322,1.01E-06,1.062766228,0.199354708,0.102052239,0.142924084,0.166024276,9.00E-07,0.996185234,0.153418579,0.07983312,0.131810649,0.157210307,1.65E-07,0.768254512,0.141613986,0.082173246,3
0.163617765,0.304687588,1.03E-06,1.203444046,0.206075927,0.092814117,0.156506123,0.143631359,2.84E-06,0.905494376,0.171739771,0.086127008,0.152385022,0.077606069,1.65E-06,1.065965831,0.17511913,0.086398577,0.170101577,0.331807101,7.89E-07,1.201926549,0.197912906,0.095848405,0.159596427,0.014439979,2.62E-06,1.227842033,0.2013766,0.080283148,0.150747486,0.04253896,3.51E-07,1.45399661,0.19930322,0.0760279,4
0.229894002,0.046883985,2.31E-06,1.191810244,0.224896155,0.160748925,0.213876838,0.190954339,1.67E-06,1.202410341,0.231247847,0.12593926,0.212617207,0.397254628,1.31E-06,1.112380883,0.224702721,0.13114809,0.245680396,0.226914166,2.92E-06,1.312616197,0.244866601,0.154815516,0.177148653,0.184039278,1.35E-06,0.999503841,0.190790588,0.106800088,0.208429541,0.224910509,2.16E-06,1.294454803,0.231715332,0.128044572,0
0.206897083,0.272447959,3.95E-05,1.268636913,0.216950426,0.123220489,0.185655944,0.126310053,2.15E-06,1.138586382,0.210179871,0.107288835,0.198728579,0.172294339,3.10E-07,1.165240498,0.227351891,0.122462391,0.204689985,0.161312061,3.92E-06,1.132154108,0.203936735,0.139791549,0.175661994,0.06602482,2.04E-06,1.206322065,0.192033269,0.11632027,0.175803189,0.287305404,4.48E-07,1.180807902,0.193988961,0.113598159,1
0.271402253,0.452380409,3.06E-08,1.871637095,0.322058925,0.155338672,0.210339536,0.230150384,1.21E-06,1.032695242,0.230034247,0.123833668,0.270497332,0.41635723,2.10E-06,1.482101856,0.264948486,0.191463335,0.316908071,0.258906656,0.000347082,1.889255617,0.301028333,0.223976346,0.218012533,0.315336081,9.99E-06,1.421898421,0.21217067,0.142394501,0.21936291,0.324396894,3.40E-07,1.555027696,0.252096236,0.123756233,2
0.141637595,0.199261028,3.56E-07,0.917575708,0.160483777,0.085753435,0.125363019,0.113389504,0.000432084,0.906909904,0.145237654,0.071081187,0.150721075,0.114384823,1.44E-07,0.891484241,0.162767283,0.09388641,0.15136305,0.189566887,3.06E-07,0.917114395,0.174260995,0.085855059,0.127192084,0.379479989,6.32E-07,0.903344397,0.15216975,0.071395745,0.134841467,0.279207902,5.68E-07,0.928068214,0.154447511,0.084008001,3
0.155744604,0.119141422,0.001630892,1.0791578,0.169519298,0.095430535,0.148509092,0.278468156,0.004177073,0.927363794,0.159463758,0.075274277,0.14067484,0.190016307,3.13E-06,0.854420451,0.154676767,0.084217923,0.147048698,0.023725731,1.54E-06,0.860051743,0.159265416,0.091955352,0.126424152,0.10200546,1.68E-06,0.959316967,0.146291393,0.072612531,0.136647479,0.007949669,3.76E-06,0.846114559,0.153254906,0.081013758,4
